ip,trade_freq,trade_amount,group_size
172.16.10.140,9.570718088547666,1464.5963284787995,50
10.0.0.152,14.37284914739679,703.7997944950047,47
10.0.0.9,14.232207536561027,1582.9137130051467,46
10.0.0.109,14.410514110590078,1270.39092821992,44
172.16.10.189,10.213653804160007,605.840149217711,43
172.16.10.27,9.849417357736176,1023.4304653804737,43
192.168.1.71,11.65080011853308,1328.9203388868848,43
172.16.10.229,9.434429562574051,2463.8389347248803,39
192.168.1.29,11.276789051177559,1518.6675218633288,38
192.168.1.63,12.782239358770182,433.70768624836217,38
10.0.0.23,14.093176300848125,1412.370883932877,38
172.16.10.174,9.53124542699894,1357.78873527678,35
192.168.1.7,13.080685920948268,449.8290412332758,34
192.168.1.190,11.735732988206278,1039.3391000665752,34
172.16.10.190,9.696447760830441,1116.3214780895726,34
192.168.1.36,12.071865540958575,744.6053958055235,32
192.168.1.164,11.924492398745802,1277.8108092385135,31
192.168.1.58,11.807837113411335,1001.0274562752303,30
24.203.7.37,2.539401398286299,5897.745884100251,2
24.187.149.116,1.316508078435692,3376.4069040470054,2
24.145.11.203,4.250445175474955,5271.922980987142,2
24.144.113.21,6.967119869839468,9109.161994571472,2
24.1.166.5,8.864412324354154,2797.5659785809776,2
23.185.123.223,5.198052115356449,7030.910510825231,2
221.85.155.92,6.087064993738336,2684.511153050626,2
23.245.226.191,2.044560139094693,8100.268087946105,2
222.125.34.219,5.549940083373395,2751.982426258597,2
26.114.178.230,7.50314466059821,7296.812926743748,2
222.93.203.210,9.986175539743854,1989.035932794204,2
23.160.10.194,9.63125564989091,168.29289607392138,2
25.138.107.185,1.4534913750583192,6416.480207409123,2
31.73.124.248,2.3818352052190344,4837.165066040069,2
26.159.169.161,7.673412461908212,7961.278773911084,2
32.236.188.186,5.569744746054902,1908.7267685248185,2
37.182.54.35,2.4383815226813343,8644.555649844078,2
35.3.20.11,3.4149920831530105,6409.692129002922,2
35.209.134.219,8.21389540685257,807.5899114115804,2
35.207.88.5,3.0281921385231345,4848.437450804013,2
35.161.34.100,1.251118244084242,2845.259533121828,2
32.97.111.115,6.84482329099844,3002.4451800110005,2
32.77.105.114,3.1169678473886373,3308.320986160277,2
32.200.129.214,8.956947358548922,9156.587526697156,2
28.137.65.201,7.558719687341753,4261.475597610196,2
32.120.211.39,5.360984430942871,9907.14201554896,2
31.83.162.58,6.738160355721608,4847.51060211463,2
220.116.90.217,8.950586218123783,8826.040614226482,2
31.35.180.216,3.816501644400913,8085.164469200763,2
30.11.65.207,2.808129759184561,1812.2168162108476,2
3.125.6.184,8.98149027274328,1216.4351852147545,2
28.171.212.29,8.457169183890285,5262.503961451713,2
220.223.254.184,8.451927549569582,1338.4007929649715,2
1.107.56.213,4.426880438000408,3446.502018742396,2
219.140.242.82,8.603946874533678,6314.075375960803,2
208.184.207.139,2.0086659946524463,9399.58884927515,2
20.150.181.211,5.032526939250394,9343.072931949098,2
20.7.82.164,5.169965632226535,8215.316943157322,2
200.178.12.24,5.040703025707972,6554.8592920242,2
201.14.217.34,7.931190237481384,2617.9809980046234,2
201.187.196.164,2.857907719134185,3337.020391040531,2
201.24.166.118,6.530669614673778,7697.680833166302,2
204.119.4.35,3.636796067000108,5757.488224025739,2
204.232.205.151,7.345244102747234,9904.125750952206,2
204.57.144.188,5.355259043811614,8805.74653301464,2
205.165.11.217,3.3754914732613868,1423.6009685921606,2
205.51.62.11,1.079467120420458,1399.5086292058354,2
205.94.67.113,6.912025796354459,331.76779471936385,2
206.212.69.18,2.3676418243949597,9586.439993305716,2
206.217.79.227,7.060699196078472,656.1626229095951,2
208.238.224.90,7.086536288483594,7234.342582257696,2
217.210.48.76,5.2992938837689,9069.96612809133,2
208.70.163.236,5.063697104242744,2174.93246739534,2
209.194.21.191,8.903695249691006,6568.105464644604,2
209.198.61.220,6.4687226327833125,5658.205644626514,2
21.214.57.254,0.8987950156323912,1082.962374209409,2
211.177.150.96,8.43257907354108,3223.6564414905056,2
211.43.194.68,5.81720336689753,8059.7295539993665,2
211.96.61.76,7.487201369593524,1989.6836635384464,2
212.183.179.29,1.748425751960297,1107.691307894706,2
212.224.1.48,4.681346156924095,1662.7912391096602,2
39.37.144.198,3.5395287163784195,2430.577850345319,2
213.168.232.35,1.671215841981553,2695.526413904477,2
213.88.39.96,5.357937077403736,9121.380399466949,2
214.9.156.129,5.241409617151755,6012.242158667002,2
216.88.126.65,1.5110377430927897,8375.86354248504,2
38.57.42.250,0.7129250425404967,8370.988814518922,2
40.212.242.251,9.407143205542944,1226.35271783675,2
4.128.48.60,6.24790709926438,6245.752145989134,2
8.98.191.101,8.445538194744934,2285.974520434846,2
79.240.249.99,8.47532318935015,5916.132969913879,2
78.93.114.88,6.043913252894691,4958.842887549761,2
78.162.158.55,1.0304471239570467,5687.383899508864,2
78.107.49.244,0.7233033266223214,359.41956894883145,2
76.235.31.170,6.377139022781647,363.3344599818316,2
75.176.69.104,4.409658675283858,5804.400376694234,2
75.104.211.29,1.83662968272521,2829.3143895398653,2
74.137.206.148,0.807628427152116,1798.4281428379545,2
73.106.99.194,2.331107007815665,1663.9019957237333,2
72.97.249.65,6.4521024233026045,3984.9113137714817,2
71.97.217.240,3.603069939662319,3698.571557211272,2
71.25.201.93,3.687853659303282,846.6131655425544,2
71.147.59.235,4.867783600072805,4666.0240231096,2
7.124.33.116,0.7078534528185705,5737.982302416729,2
7.118.224.211,9.77600543827878,9768.37084045502,2
69.255.24.29,6.606750225024651,1677.8264176357652,2
69.128.93.240,4.876515255415079,3970.9667075519783,2
79.44.174.48,6.161473198642254,3264.810221835578,2
81.141.243.12,2.8885570571007664,773.5786501531119,2
2.178.100.192,3.698275300392672,5462.519654933327,2
81.249.101.193,4.637606608593348,6402.614070593994,2
97.69.0.74,8.088961501826248,6791.377871147337,2
97.4.46.134,2.992708527673852,1643.5004370612828,2
96.222.6.78,2.920665997932275,1768.0324694969836,2
95.219.92.93,1.2365764856995796,4571.983324163274,2
93.132.79.97,6.575172211478182,7636.150945580703,2
91.233.132.102,0.6892694621895896,8018.427844738333,2
91.214.126.139,3.824463403053887,4999.911755495079,2
90.56.82.136,4.428491938166327,2103.3821597273363,2
90.41.173.116,5.476739100730377,252.9875785041409,2
9.68.8.62,4.834750041661981,6374.246157230654,2
89.4.154.166,2.0891108722190985,1938.238772662608,2
88.26.52.98,2.899678609398016,7735.368025527458,2
87.33.43.73,6.447625545293671,5099.972277179064,2
85.153.255.250,4.344736318940091,9523.399504552362,2
84.23.18.7,5.096526880824425,6840.063449538536,2
83.98.243.210,9.88533099893744,6074.305361341134,2
82.182.39.246,3.555794240306873,8283.106516772845,2
67.45.216.29,0.9182013325123264,9000.890522009786,2
66.66.200.48,4.864095819024516,2584.973110843553,2
66.36.129.32,8.224588015910182,9839.482284047868,2
66.242.196.193,1.4310647697423826,6901.481861933253,2
49.88.153.179,8.880945690741024,2905.959775117047,2
49.206.21.92,9.832283509900302,4830.212799225212,2
48.218.41.192,7.5667476612769775,2312.7570347688525,2
48.198.94.43,5.854917652077114,1331.668134109991,2
48.148.7.68,7.092023541286726,6750.817068883404,2
48.113.163.19,5.205114479839809,5732.896040172803,2
47.6.46.218,8.032729756414813,2494.554586890923,2
47.178.181.115,4.580106699194928,2574.9185117850657,2
47.1.189.210,9.462854900431092,9527.343924975658,2
46.225.90.130,8.28045676818871,351.89958765895614,2
46.162.56.127,2.167277454212287,9057.894559559883,2
45.110.158.144,7.381812108062567,5223.938102178083,2
43.212.89.167,3.311833123957917,3026.516517120232,2
42.120.47.194,3.8922698401846096,857.5292941613919,2
41.60.114.147,4.3970750609511935,2779.494474048539,2
41.251.61.144,7.173065297805909,9659.466263216094,2
41.173.46.249,3.1836033096497296,4401.427178140544,2
5.119.174.42,1.3073516199951951,5964.7872114591855,2
5.129.86.112,6.833303512197992,757.6504353162346,2
5.204.141.206,8.274423128630545,7675.828591593069,2
6.211.116.34,3.173288453705224,6518.437989460429,2
66.236.237.228,6.160458488000796,60.91886109070822,2
65.185.137.13,9.473441124541711,2581.923573387828,2
63.79.140.7,8.415855665529158,9833.459831988832,2
63.237.78.166,8.353347334362702,7241.06265941081,2
63.214.66.95,8.527876224510743,4337.345966160666,2
60.203.244.88,6.072292296761942,7577.38581761332,2
6.50.66.239,2.9528355755337694,6591.69881759994,2
6.141.112.64,8.9580268704848,7243.974580307117,2
5.82.46.147,9.797388719423244,2733.8051256166827,2
58.67.36.176,2.0380417064677867,6002.238800317835,2
58.234.186.64,5.7375371764599565,2699.288283439489,2
58.189.24.227,8.95736366319573,1945.412331049852,2
56.97.216.190,1.2229452703878092,4203.9959498016415,2
54.235.20.49,2.246560668188841,2974.535969087868,2
53.239.211.137,1.1897376587602788,6825.55948233796,2
51.11.254.101,8.382892560767827,8545.455848543494,2
2.84.128.107,8.817449114393472,3378.8348643054765,2
192.234.41.86,1.7411736345617486,9783.574193858536,2
2.175.127.76,1.280964632244813,8082.017428324593,2
131.12.158.4,2.218731896381088,3372.623537877272,2
13.78.45.166,5.129307714570049,8898.2222892058,2
13.141.76.57,1.7405528076807062,4417.121547873086,2
129.35.254.68,9.095927773352416,4702.311428730525,2
129.163.165.100,6.867498526425536,241.59452674505843,2
128.226.245.63,5.4474192679619495,7770.5869036216445,2
127.74.134.32,4.574718371181897,6520.343221083876,2
127.219.206.175,1.6304521397423024,4809.296457589491,2
126.61.101.125,2.6535078092144766,4501.716541045541,2
126.41.70.74,3.803132460061706,1061.1924398983283,2
126.209.86.42,7.690191834902684,7507.059853970408,2
125.233.148.181,7.605555540403071,4908.363616862436,2
125.127.96.116,9.43464148584706,7954.570162324259,2
124.199.156.128,7.822037333461212,7719.885224151025,2
123.70.161.239,2.1934741046298263,9392.460066887204,2
122.89.34.91,5.05923069388716,4778.41746399684,2
130.146.34.216,9.89453647759836,2824.5987033718893,2
131.159.77.17,1.9530179264241072,3413.2782192303707,2
121.9.160.131,4.149361760369144,1526.1368155843734,2
131.198.81.214,6.272375870009087,3378.133122235057,2
14.92.118.205,9.126011963801105,5108.739011661085,2
14.63.224.195,7.754576652368386,409.75142106327496,2
139.85.3.238,8.262121468234369,2202.767556290601,2
138.217.150.10,1.021673559553636,3037.0409087463863,2
138.190.170.141,7.438135233455464,8813.209362803595,2
137.132.206.123,4.704854113315349,2663.4232387221605,2
136.117.20.57,4.767874358373208,3999.952804464039,2
135.238.63.140,9.768107473007436,2448.90840577715,2
135.123.172.224,4.496430181223355,651.7310912611633,2
133.46.62.65,8.0840515645234,280.26941766938774,2
133.18.240.123,2.672128251651652,8339.29260195222,2
132.70.86.185,2.043878976341948,587.0446750330997,2
131.99.154.29,2.8040527458881206,8397.012183520485,2
131.246.197.32,1.2943083477719404,2989.943483725494,2
131.232.195.231,2.790344997724774,1067.3869591603489,2
121.90.16.35,8.514007974298941,6803.460255804164,2
121.21.7.95,7.721983476349336,4327.47024279773,2
199.200.90.233,6.208863974558679,1905.5459564727096,2
11.55.50.148,9.683931218521977,2424.212444118956,2
11.220.252.163,5.958520549413603,9618.342038089391,2
11.143.239.45,4.621797706726572,7075.6732437677165,2
109.68.52.68,6.926105987806527,4560.212013906161,2
107.60.209.41,6.472483657009102,7013.633010788746,2
107.219.128.35,6.700675185602128,3803.607164306691,2
106.53.115.215,2.254725703832573,3975.4704843057048,2
104.132.9.89,8.25730740992119,9929.984903970637,2
104.113.113.88,7.925984494545728,3732.016245030583,2
103.99.228.228,8.937636436917758,6868.246314356208,2
103.151.199.231,4.502009339560364,4791.63099942089,2
103.124.70.31,1.3205865168496662,1908.5676354406585,2
102.204.148.142,1.0814622206370732,8406.679465744077,2
101.72.240.28,4.797038200147767,9051.526832857984,2
101.199.32.15,9.806680204353576,3902.51495364158,2
10.254.221.213,2.1627174782948013,182.02718338943092,2
11.235.210.182,8.590994657250965,9875.519211979195,2
110.128.176.189,0.5663391554430162,8911.032940693076,2
12.214.242.82,1.390122163099803,8433.796575958342,2
110.17.131.220,0.7190091003753791,2480.426002386086,2
12.145.32.19,6.455179459062172,9103.079948449602,2
117.145.83.151,9.583002821811167,1282.9536782325326,2
117.118.45.240,9.348172910399,3610.8954151231273,2
116.254.242.82,2.020170753184414,3618.992611348817,2
116.243.85.148,0.6053832537097787,5194.3807718549,2
115.54.75.152,7.338029820678572,9743.30161854665,2
115.189.6.13,0.9362805296237908,3481.888538718434,2
115.164.192.242,6.173689215471127,2869.6663483302764,2
114.112.69.158,3.175103929010441,6799.465928810773,2
113.174.114.87,7.208603614077781,275.20647758137363,2
113.151.57.214,4.881818947429087,3596.2508211045,2
112.66.200.73,5.494354987708241,9396.959845514491,2
112.166.114.245,8.966452132462523,9138.791718236052,2
110.44.179.249,4.272412153859148,9078.610107206565,2
110.222.23.133,1.606870145278109,1331.425156025842,2
140.198.224.123,7.893792171826902,8959.614276545326,2
140.75.244.74,9.147409176795762,812.2085630762846,2
140.75.60.91,5.914577758251202,9980.871946433252,2
184.118.38.13,1.3018208329509775,2235.0799127952946,2
180.57.113.148,5.647378438153526,2963.7075920307834,2
178.171.189.200,0.5572511277728129,7892.65737349334,2
178.122.85.222,3.7975761796932033,2716.446191811328,2
176.65.14.240,1.1564462838298808,1853.271090303665,2
174.210.142.68,6.862003924411205,1924.1102035695671,2
174.168.231.41,6.145561129317089,6622.140407894339,2
172.156.87.175,1.8294595053168023,8599.21253890281,2
172.142.42.92,3.855781552760199,3909.412780968017,2
171.203.58.227,4.914158528412453,1770.2857630675994,2
171.189.231.177,6.253979558582904,522.5380733506734,2
17.115.94.161,6.751116058612021,4416.772345094615,2
168.154.69.77,6.013456991889094,1830.3290342333544,2
167.29.177.123,1.9048611641368252,6835.969748917238,2
166.254.202.201,9.902129975570976,6406.871876311475,2
165.253.164.212,1.505773051916335,7877.264399695591,2
181.227.199.14,2.1829021841124128,6356.766736408624,2
184.251.73.128,7.058426249097279,9369.698583407331,2
140.97.116.151,7.063213868830369,4126.837353976078,2
185.143.2.15,5.441621163439167,9455.932686317856,2
197.170.162.228,5.97590792564265,5843.170561743507,2
196.249.161.157,6.317086525563799,7366.410342227309,2
196.227.152.227,8.685705172079674,273.62439727980984,2
195.228.66.16,1.5938635257929707,4813.435100605733,2
194.81.86.83,2.30300266316194,3139.7494684372964,2
194.246.117.124,1.081413608468128,1022.1411290945558,2
193.194.11.139,2.448723274299203,6749.446068634258,2
19.225.236.188,6.7731650510679415,6642.617225758709,2
189.164.235.43,9.931142934029143,3409.9307998873524,2
189.148.58.157,0.6392745423053064,7129.294551419707,2
188.37.89.19,1.8180688404308936,5700.277009676454,2
188.36.111.77,2.4391898207930383,8124.697610515149,2
186.74.164.189,4.3665156338561015,5823.1073245235,2
185.217.128.179,6.068827382437391,6307.028080146305,2
185.189.130.177,8.689022870762582,5188.981236924531,2
165.17.15.29,2.438426658983562,3754.994283177913,2
164.155.120.142,2.746319882711114,1707.3100711015609,2
164.15.107.136,7.643862259588878,8496.766742221578,2
164.143.138.5,4.686170724821104,6008.415302641201,2
151.125.124.214,8.648386049684492,2794.0900668820527,2
15.40.88.234,6.026351453983946,7707.345622928704,2
15.253.139.26,2.015829809545461,3743.7525728971855,2
15.244.184.64,4.124154138914951,6962.9283744294935,2
15.187.207.143,9.703970532802986,4205.956269966619,2
148.34.217.6,1.102394784593787,3034.0018453809457,2
148.11.115.188,2.7937122269187715,6989.191381891443,2
147.55.248.161,4.53249881602074,5635.6400754995775,2
147.193.176.105,9.272883499991444,2205.489449937525,2
146.52.77.250,6.637677820515217,5519.571001639167,2
146.130.107.1,2.0522186805232323,422.7368726715553,2
143.234.198.83,2.391574237866104,467.5480493305306,2
143.219.213.15,8.708326990476197,5856.492882885578,2
143.109.211.89,2.942362969001912,9567.671369750522,2
141.69.93.189,4.397969837744528,8583.33572357878,2
151.14.123.213,2.966883736834261,8458.528252692746,2
153.228.25.21,3.122213552207651,9386.66604408177,2
154.247.84.13,8.413733029324696,3369.470603322019,2
159.136.76.179,8.12263403115045,2870.614095452044,2
164.106.185.4,9.762188645900554,1133.0883478555827,2
163.173.16.113,9.58068559639274,4948.511293857811,2
160.153.201.235,9.932519621273682,7920.127009646022,2
160.134.225.31,6.726874797052554,5169.184547608063,2
16.80.179.158,8.267424768753994,5522.914844261462,2
159.16.143.67,9.181762518947204,5868.576734441869,2
158.32.211.187,2.348880163308944,9798.830427491504,2
156.133.80.165,5.39146881113307,4989.3344512917965,2
158.25.128.21,2.9238806315098547,1532.841923586059,2
157.62.66.136,7.385189127526205,8080.886631464356,2
157.214.230.7,6.188736794192389,681.9185479615305,2
157.100.222.198,8.102654739279595,4576.777379909292,2
156.52.133.144,4.30644831201786,9157.968289256403,2
156.45.59.29,1.4928025583198183,9137.188527345914,2
98.86.37.230,7.285059374718726,6567.795228227039,2
